Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,2300,,,,-0.0625,-0.025390625,-0.946484375,0.0007313372463229623,0.1703293300109989,0.004237867229032343,-0.026500335393180224,0,0,0,0,0,0,0,0.0947265625,,
0.3634754879998975,2300,,,,-0.0625,-0.0197265625,-0.9513671875,0.0007504981081488445,0.1759156602843494,0.004224525673360945,-0.022595454350048737,0,0,0,0,0,0,0,0.095703125,,
0.6126029879999579,2300,,,,-0.0625,-0.02421875,-0.9470703125,0.0007671976247518722,0.17563787550479143,0.0038645033953866605,-0.02114569399174724,0,0,0,0,0,0,0,0.0970703125,,
0.864628987999889,2300,,,,-0.0625,-0.021875,-0.9494140625,0.0007262188346772962,0.17065840605666982,0.00407033497460973,-0.025688360056118714,0,0,0,0,0,0,0,0.09765625,,
1.1117189879999028,2300,,,,-0.0625,-0.0216796875,-0.95,0.000636784446169628,0.17312230670765613,0.004281646499873464,-0.023247644405954483,0,0,0,0,0,0,0,0.09765625,,
1.3624934879999142,2300,,,,-0.0625,-0.0244140625,-0.947265625,0.0006849655744231966,0.17595908388872467,0.003648447991398434,-0.02003499505945124,0,0,0,0,0,0,0,0.0978515625,,
1.6128324879999738,2300,,,,-0.0625,-0.0171875,-0.953515625,0.0007239064547199519,0.1738462174126481,0.004028024606375959,-0.024706662562054216,0,0,0,0,0,0,0,0.0982421875,,
1.8623564879999495,2300,,,,-0.0625,-0.0236328125,-0.9470703125,0.00072556645597194,0.1737573598120772,0.0036009499876071883,-0.025931734553897308,0,0,0,0,0,0,0,0.09765625,,
2.1124859879998956,2300,,,,-0.0625,-0.021484375,-0.949609375,0.000726630502505686,0.17291813181192353,0.003808560478851123,-0.024970496764352583,0,0,0,0,0,0,0,0.0978515625,,
2.3626064879999733,2300,,,,-0.0625,-0.0177734375,-0.953125,0.0007145410830239002,0.17127283047483458,0.0036769485934547647,-0.02357529400744085,0,0,0,0,0,0,0,0.09765625,,
2.6120569879999147,2300,,,,-0.0625,-0.0251953125,-0.947265625,0.0007354736569003777,0.17418830435540822,0.0040262661366109054,-0.02492614221102644,0,0,0,0,0,0,0,0.09765625,,
2.863052987999958,2300,,,,-0.0625,-0.0099609375,-0.9607421875,0.0007197017882399935,0.17466784265530858,0.004073116490404747,-0.028119235666761333,0,0,0,0,0,0,0,0.0970703125,,
