Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Debug 0,Debug 1,Debug 2,Debug 3,App message,
1.017955000001937,1413,,,,-0.173828125,0.140625,-0.958984375,,,12.41319529443567,2.281358288819284,2995,2995,28.190094576895945,,66.55074951835805,,,,,,0.826171875,2.293642899516032,0,0,0,0,,
1.0788000000007452,1413,,,,0.119140625,0.068359375,-0.93359375,,3.204714682832572,12.413332813374572,2.278874421631545,2993,2993,28.146562330431095,,66.62892688919109,,,,,-0.7329823393245903,0.837890625,2.2932771694556937,0,0,0,0,,
1.1145649999994784,1413,,,,-0.17578125,-0.0703125,-1.126953125,0.0596356819644836,,12.413479742845247,2.276201714725811,2994,2992,28.108443349553173,18.685683634193104,66.47712006609623,0.1715064187947737,0.11401252794326355,0.32707635970645854,-0.4466839746421982,,0.83984375,2.292947924190904,0,0,0,0,,
1.1594199999999255,1413,,,,0.015625,-0.111328125,-0.904296875,,,12.413584794029656,2.281475411222642,2992,2992,28.164592047729823,,66.34423713796296,,,,,,0.826171875,2.2930132642230854,0,0,0,0,,
1.202390000000596,1413,,,,-0.041015625,0.20703125,-0.96484375,,3.1036299078508995,12.41327074571722,2.2805221341390474,2993,2992,28.15910490845393,,66.36166912732389,,,,,-0.7229700537984757,0.833984375,2.292804252659973,0,0,0,0,,
1.2393800000008195,1413,,,,0,0.111328125,-1.095703125,,,12.413048035267117,2.2742314271411264,2994,2992,28.07701827349619,,66.5601024242196,,,,,,0.845703125,2.2923409035931144,0,0,0,0,,
1.289640000000596,1413,,,,-0.07421875,-0.10546875,-0.94921875,0.05947185177892617,,12.413602279774327,2.2724282085911724,2992,2992,28.04976022593297,18.633568135735384,66.430400779355,0.16656122355324798,0.11064728834942006,0.32754391826159523,-0.44607793648717003,,0.830078125,2.291916254658058,0,0,0,0,,
1.3256900000013412,1413,,,,0,0.076171875,-0.857421875,,,12.413638131807136,2.275610357188036,2993,2991,28.124028105946135,,66.24438843607552,,,,,,0.82421875,2.2918722820751802,0,0,0,0,,
1.3611950000021606,1413,,,,0.09375,0.18359375,-0.966796875,,3.186740366304193,12.413418451776653,2.2848477506896976,2989,2991,28.231278716716176,,65.98281984072842,,,,,-0.7312020119780486,0.833984375,2.292206437377095,0,0,0,0,,
1.409640000000596,1413,,,,-0.103515625,-0.134765625,-0.953125,0.05952421110328843,,12.413070010221753,2.2846835655500417,2991,2991,28.221159384083435,18.646484713410953,66.07270969855142,0.1709030101535557,0.11292024976484473,0.3286102970974729,-0.4472866402811183,,0.830078125,2.2920932897265907,0,0,0,0,,
1.454670000001788,1413,,,,0.07421875,-0.1875,-0.91015625,,,12.413011729886124,2.2832994672435443,2992,2992,28.21401529780376,,66.09464108257296,,,,,,0.82421875,2.2919023486408845,0,0,0,0,,
1.490460000000894,1413,,,,0.140625,0.275390625,-0.94140625,,3.1003362418670277,12.41307690162093,2.2787127598190153,2985,2993,28.16103862285918,,66.25130353481477,,,,,-0.7226438214428696,0.837890625,2.2915498462258697,0,0,0,0,,
1.5385750000011176,1413,,,,-0.052734375,0.03515625,-0.974609375,,,12.412841106375266,2.280171091862429,2987,2993,28.16294620088165,,66.25233337140476,,,,,,0.84765625,2.2914418161083456,0,0,0,0,,
1.5868650000002236,1413,,,,-0.13671875,-0.0703125,-0.96484375,0.05953586248593639,,12.413499253444659,2.2850605993947695,2991,2994,28.230890949857585,18.665311965957294,66.11662380443383,0.1661014960543693,0.10982070127980384,0.32927327923293537,-0.44791099176426596,,0.83984375,2.291565323581481,0,0,0,0,,
1.6344800000004471,1413,,,,-0.087890625,-0.078125,-0.970703125,,3.1605447746352238,12.413323149078227,2.2806169694508465,2992,2994,28.19925660967899,,66.1965693276838,,,,,-0.728607380458487,0.841796875,2.291200940737755,0,0,0,0,,
1.6746199999991804,1413,,,,0.103515625,0.029296875,-0.919921875,,,12.412642879676827,2.2821628533772946,2994,2995,28.19002248554089,,66.24780272494482,,,,,,0.853515625,2.2911558829539644,0,0,0,0,,
1.7020000000018627,1413,,,,0.111328125,0.029296875,-0.958984375,0.059501334575116346,,12.412778812111751,2.282121421935874,2996,2996,28.210647614475175,18.6661641163363,66.16708829739343,0.16931945711701799,0.11203375469528447,0.3294674849781086,-0.44786313317283544,,0.84765625,2.291076301258906,0,0,0,0,,
1.748120000001043,1413,,,,-0.103515625,0.330078125,-0.994140625,,,12.412680205180369,2.2838083917076784,2996,2996,28.21789232261133,,66.15164750197114,,,,,,0.84765625,2.2910655797248856,0,0,0,0,,
1.7974199999999254,1413,,,,-0.07421875,-0.248046875,-0.970703125,,3.078746846989834,12.412842242635907,2.281483034021889,2996,2996,28.178840080791044,,66.248408946652,,,,,-0.7205054263592807,0.853515625,2.290801359394226,0,0,0,0,,
1.8332750000003726,1413,,,,-0.23828125,0.0390625,-1.05078125,,,12.412514948761878,2.2823732674299086,2996,2997,28.18242587236186,,66.25123460277106,,,,,,0.8515625,2.2907422964089954,0,0,0,0,,
1.876815000001341,1413,,,,0.107421875,-0.03125,-0.896484375,0.05992801283101994,,12.412631262942387,2.2847527574214563,2998,2997,28.212305859678175,18.80575237631131,66.65797708931343,0.1637130376590506,0.10912779913498903,0.32581707166417423,-0.4474105507112773,,0.837890625,2.29076382772439,0,0,0,0,,
1.9217050000000746,1413,,,,-0.0234375,0.140625,-0.962890625,,,12.412666414096385,2.284567493575559,2998,2997,28.21041387258819,,66.67036493694447,,,,,,0.84375,2.2906841597470122,0,0,0,0,,
1.9807450000010431,1413,,,,0.04296875,0.056640625,-0.953125,,3.147770086793221,12.413241345270363,2.277274257444736,2996,2997,28.12158967969618,,66.87487670575808,,,,,-0.7273420680293472,0.857421875,2.2901157696454035,0,0,0,0,,
2.024440000001341,1413,,,,-0.08984375,-0.009765625,-0.953125,0.059973496471818676,,12.409836030374269,2.319322856224159,3000,2998,28.586490440427966,18.83081518707454,65.87312712036652,0.1671605852174604,0.1101139047954463,0.32814924380973826,-0.44963418507506286,,0.8515625,2.2923458819983424,0,0,0,0,,
2.0644700000006706,1413,,,,-0.1484375,-0.04296875,-1.130859375,,,12.411879524509482,2.314186526300161,3007,3007,28.548565999694567,,66.14340706529617,,,,,,0.849609375,2.2923913866443217,0,0,0,0,,
2.1179650000017136,1413,,,,0.07421875,0.021484375,-0.90625,,3.1150046569695395,12.414151821008776,2.311115431573453,3007,3007,28.517063253992823,,66.22394445408388,,,,,-0.7240967045328162,0.859375,2.29254076862499,0,0,0,0,,
2.1529900000002233,1413,,,,0.009765625,0.205078125,-1.125,0.06006743405065417,,12.413587205127282,2.296829234218294,3002,3005,28.33917628826306,18.904395961889367,66.70764093351154,0.16477673569942597,0.10991867319233439,0.3275087473555799,-0.4496707746226283,,0.869140625,2.2919704190300068,0,0,0,0,,
2.189230000000447,1413,,,,0.09765625,-0.107421875,-0.912109375,,,12.412978130088353,2.290053969177042,3003,3003,28.25831152100443,,66.8471858504242,,,,,,0.8671875,2.2916472786002173,0,0,0,0,,
2.240965000001714,1413,,,,-0.056640625,0.001953125,-0.9765625,,3.1528269193276666,12.41348933602846,2.2873598541081264,3002,3002,28.176752056991443,,67.02761307910399,,,,,-0.7278429392159507,0.873046875,2.2914639311180847,0,0,0,0,,
2.283960000000894,1413,,,,-0.1875,0.0234375,-1.09765625,,,12.413172613679425,2.2850444671789876,2998,3000,28.178054113372,,66.95882204993147,,,,,,0.876953125,2.291284879975914,0,0,0,0,,
2.3315099999997764,1413,,,,-0.052734375,-0.087890625,-0.955078125,0.05962559901636757,,12.413443619325939,2.282026873708561,2997,2999,28.155062794884085,18.725088085277125,66.50700167743744,0.1683744773305832,0.1119808164626275,0.3290024599437502,-0.4482306562707203,,0.865234375,2.2910070262678794,0,0,0,0,,
2.372445000000298,1413,,,,0.078125,0.076171875,-0.91015625,,3.1175917369890023,12.413231204693245,2.2858470878039583,2996,2997,28.20694324110338,,66.33831024958586,,,,,-0.7243529506770893,0.86328125,2.291108778784529,0,0,0,0,,
2.40672500000149,1413,,,,0.224609375,-0.03125,-0.880859375,,,12.412992133140186,2.290347135015994,2996,2995,28.247202768503318,,66.20076333867186,,,,,,0.875,2.29130185850129,0,0,0,0,,
2.4515499999988823,1413,,,,-0.06640625,0.154296875,-1.01953125,0.06008697889905858,,12.412489203494777,2.298864907372155,2995,2995,28.362568705639003,18.845490088667848,66.44493411106667,0.16542906139987676,0.10991923084770412,0.327968452296028,-0.45017342655712533,,0.87890625,2.291772802139633,0,0,0,0,,
2.49025,1413,,,,-0.041015625,-0.38671875,-0.935546875,,,12.413555325803436,2.2973348618233094,2996,2996,28.32399594132883,,66.55526925387196,,,,,,0.87109375,2.291779198088239,0,0,0,0,,
2.534175000000745,1413,,,,-0.146484375,0.0390625,-1.017578125,,3.1776269148961767,12.41314305142231,2.2902509817540015,2995,2995,28.24689904874738,,66.72052891905075,,,,,-0.7302993391705761,0.873046875,2.291450436826887,0,0,0,0,,
2.5573450000006703,1413,,,,0.26171875,-0.03125,-0.8125,,,12.413108657835878,2.2919147961542947,2986,2994,28.269607656518094,,66.63280882119467,,,,,,0.87890625,2.2915309446358525,0,0,0,0,,
2.6050850000008943,1413,,,,0.0546875,0.080078125,-0.982421875,0.05971682924321383,,12.412723018245838,2.29138602813644,2990,2993,28.27919647957983,18.71646223979579,66.1845616911739,0.1697771124790754,0.11236623774620734,0.33055864490124315,-0.4500846787722531,,0.876953125,2.2915060169182553,0,0,0,0,,
2.6317599999997765,1413,,,,-0.21875,0.078125,-0.994140625,,,12.412804391013506,2.2899967287448875,2993,2992,28.239752264083176,,66.25557545441421,,,,,,0.873046875,2.291428909604056,0,0,0,0,,
2.672280000001192,1413,,,,-0.033203125,-0.044921875,-0.97265625,,3.127987607262591,12.412835327410015,2.293791976233913,2989,2991,28.289404294963376,,66.12411397795485,,,,,-0.7253826450251302,0.873046875,2.291625343794255,0,0,0,0,,
2.704385000001639,1413,,,,0.125,-0.201171875,-0.81640625,,,12.413048446932898,2.2931061493754332,2993,2990,28.265307874053086,,66.16116778486371,,,,,,0.87890625,2.2916093657149372,0,0,0,0,,
2.730140000000596,1413,,,,0.017578125,0.2109375,-1.009765625,,,12.413029952259588,2.2943788761068173,2988,2990,28.2890726786481,,66.10335267141514,,,,,,0.876953125,2.291690119716778,0,0,0,0,,
2.767175000000745,1413,,,,-0.0625,-0.240234375,-0.9609375,0.06043564681303605,,12.412553568573617,2.2923535334130833,2992,2990,28.268774759044383,18.921839700745853,66.93547867578502,0.16531096641407933,0.11065168667283024,0.3260794433822922,-0.450716909991515,,0.869140625,2.2916054144346765,0,0,0,0,,
2.815304999999702,1413,,,,-0.103515625,-0.083984375,-0.982421875,,,12.41253925874773,2.297460731868286,2991,2990,28.343709922070026,,66.7551293729795,,,,,,0.87109375,2.2919172929779523,0,0,0,0,,
2.8460950000006706,1413,,,,0.2109375,-0.1015625,-0.84375,,3.1726405035035308,12.4126012877336,2.2955431778864632,2992,2989,28.330633167155963,,66.77261070143545,,,,,-0.7298054430856029,0.880859375,2.2918657391712545,0,0,0,0,,
