Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,1000,,,,-0.0625,-0.0140625,-0.95703125,0.0005873545667216632,0.1773804556395437,0.0001747837955450721,-0.02350862102120833,0,0,0,0,0,0,0,0.090625,,
0.366251698499918,1000,,,,-0.0625,-0.0060546875,-0.965234375,0.0006323711965621762,0.17525041697475174,0.00014281493562732183,-0.02538145165589889,0,0,0,0,0,0,0,0.089453125,,
0.6168981984999962,1000,,,,-0.0625,-0.0169921875,-0.95390625,0.0007056789414929726,0.1713321014137448,0.00008213043433351447,-0.02380376177459358,0,0,0,0,0,0,0,0.091015625,,
0.8668991984999274,1000,,,,-0.0625,-0.0134765625,-0.957421875,0.0008664798879003726,0.1655895813442311,0.00004104147241682453,-0.02546806361764072,0,0,0,0,0,0,0,0.091796875,,
1.1162901985000118,1000,,,,-0.0625,-0.0076171875,-0.9625,0.0007901204214741546,0.16230607114384873,0.00008624891671337366,-0.02676342126212488,0,0,0,0,0,0,0,0.0912109375,,
1.3680671984999206,1000,,,,-0.0625,-0.0142578125,-0.9568359375,0.0008175140041445171,0.16305048546952738,0.00006208033233318005,-0.02363656516001659,0,0,0,0,0,0,0,0.090234375,,
1.616978198499908,1000,,,,-0.0625,-0.0171875,-0.95390625,0.0007585146769548978,0.16827160025467033,0.00009991488307978277,-0.024840008223417948,0,0,0,0,0,0,0,0.091015625,,
1.8686336984999479,1000,,,,-0.0625,-0.015625,-0.9548828125,0.0007177582116778854,0.17441257370313318,0.00021121334417545062,-0.02368609530351356,0,0,0,0,0,0,0,0.091796875,,
2.1172246984999394,1000,,,,-0.0625,-0.012890625,-0.958203125,0.0007006945827610723,0.17092703210091587,0.00005058400877031812,-0.02555087223782187,0,0,0,0,0,0,0,0.092578125,,
2.3684336984999246,1000,,,,-0.0625,-0.0123046875,-0.95859375,0.0006052452444442149,0.16843698979457064,0.00012871810509950735,-0.02545548742626482,0,0,0,0,0,0,0,0.0912109375,,
2.616997698499984,1000,,,,-0.0625,-0.0162109375,-0.955078125,0.0005942237222819488,0.17411972610920617,0.00014178699402296474,-0.025685457875411394,0,0,0,0,0,0,0,0.09140625,,
2.866334698499972,1000,,,,-0.0625,-0.0123046875,-0.95859375,0.0006824107571927833,0.1736895860999118,0.00010292355787642636,-0.025487009718552812,0,0,0,0,0,0,0,0.091796875,,
3.1173401984999654,1000,,,,-0.0625,-0.01015625,-0.96015625,0.0006725533611828679,0.16676594861586527,0.0001024425511960415,-0.02356699160964122,0,0,0,0,0,0,0,0.090234375,,
3.366995698499936,1000,,,,-0.0625,0.005078125,-0.9744140625,0.0006963019776044792,0.16456783565754088,0.000164331479104956,-0.023353853973472526,0,0,0,0,0,0,0,0.0880859375,,
3.617250198499929,1000,,,,-0.055859375,-0.009765625,-0.962109375,0.00045826612264295756,0.15883490778878567,0.000115588420434783,-0.02627423946233386,0,0,0,0,0,0,0,0.086328125,,
3.8683056984999227,1000,,,,-0.0611328125,-0.0015625,-0.96640625,0.00047850172179776185,0.16248067082880638,0.00008151779196307113,-0.024899051172131974,0,0,0,0,0,0,0,0.0869140625,,
4.118946198499948,1000,,,,-0.0625,-0.0037109375,-0.9666015625,0.0008367109998825058,0.17741026483024086,0.00003608104403604567,-0.025843356565525756,0,0,0,0,0,0,0,0.084765625,,
4.367111698499973,1000,,,,-0.0625,-0.0072265625,-0.965234375,0.0008670446489203225,0.18434310357611447,0.000015688464832163747,-0.023585086307809266,0,0,0,0,0,0,0,0.084375,,
4.616746198499925,1000,,,,-0.0625,-0.0103515625,-0.960546875,0.0005206683046822771,0.16701951702335024,0.000031277575845803366,-0.026439777303607033,0,0,0,0,0,0,0,0.08515625,,
4.867643698499956,1000,,,,-0.0625,-0.0087890625,-0.9623046875,0.0004984934759651356,0.16077157414659107,0.000037868722340926525,-0.023815235464174793,0,0,0,0,0,0,0,0.0865234375,,
5.116698198499926,1000,,,,-0.0625,-0.011328125,-0.9599609375,0.0006170951588538052,0.1635380677025256,0.00014732301539309417,-0.023848070649386287,0,0,0,0,0,0,0,0.0873046875,,
5.368163698499929,1000,,,,-0.0625,-0.0107421875,-0.959765625,0.0006378142724492027,0.16923238034636665,0.0001367000654835468,-0.025386320482817432,0,0,0,0,0,0,0,0.0884765625,,
5.616724198499904,1000,,,,-0.0625,-0.018359375,-0.9529296875,0.0007136777039219247,0.1710253735256037,0.00005308936438700565,-0.02444304986501937,0,0,0,0,0,0,0,0.08984375,,
5.867915698499954,1000,,,,-0.0625,-0.0177734375,-0.9533203125,0.0007476648528159664,0.16944377043725417,0.000022185675342417926,-0.02385530095449326,0,0,0,0,0,0,0,0.0912109375,,
6.116952198499929,1000,,,,-0.0625,-0.0142578125,-0.95625,0.0006899621859618356,0.16932102796403364,0.00008865683529306776,-0.026520494241249176,0,0,0,0,0,0,0,0.091796875,,
6.367463698499906,1000,,,,-0.0625,-0.019140625,-0.951953125,0.0005616522886965772,0.17071199070948734,0.0001414657398327839,-0.023830523432984134,0,0,0,0,0,0,0,0.092578125,,
6.616830698499967,1000,,,,-0.0625,-0.020703125,-0.95078125,0.0005754332644652477,0.17329243403781525,0.000056290630184785037,-0.028280595279776728,0,0,0,0,0,0,0,0.0939453125,,
6.8680691984999,1000,,,,-0.0625,-0.01640625,-0.9552734375,0.0005767664705496147,0.17617337802147706,0.000011647275468661234,-0.026411263687973186,0,0,0,0,0,0,0,0.094140625,,
7.118801698499965,1000,,,,-0.0625,-0.0197265625,-0.9513671875,0.0006178379902835706,0.1706071966200354,0.000024159408994967495,-0.024277776646239212,0,0,0,0,0,0,0,0.095703125,,
7.367941198499966,1000,,,,-0.0625,-0.01640625,-0.955078125,0.0006452442501138735,0.16765993131055645,0.000014849066435535012,-0.02534606674166561,0,0,0,0,0,0,0,0.094921875,,
7.617733198499936,1000,,,,-0.0625,-0.015234375,-0.95546875,0.0007719781947237019,0.16759533241813268,0.00003655559032721724,-0.026098328183541582,0,0,0,0,0,0,0,0.09375,,
7.868077198499952,1000,,,,-0.0625,-0.0185546875,-0.95234375,0.0008057258167973242,0.16848737246467643,0.000031202947389264766,-0.02718026970665775,0,0,0,0,0,0,0,0.0953125,,
8.11882319849995,1000,,,,-0.0625,-0.019921875,-0.95078125,0.0008224490400370072,0.16989268788860745,0.0000064769421311976766,-0.023723620559770734,0,0,0,0,0,0,0,0.095703125,,
8.366525698499894,1000,,,,-0.0625,-0.0125,-0.9578125,0.0007949102902874297,0.16989177399702624,0.00007238004078410531,-0.024234870889983016,0,0,0,0,0,0,0,0.0953125,,
8.616139198499964,1000,,,,-0.0625,-0.022265625,-0.9486328125,0.0007969140468373087,0.17034815147089866,0.00013482686961708456,-0.023761845681340328,0,0,0,0,0,0,0,0.0951171875,,
8.86749969849994,1000,,,,-0.0625,-0.009375,-0.9634765625,0.0007377912718339113,0.16952409191044673,0.000053169939509978745,-0.026589028669255645,0,0,0,0,0,0,0,0.0939453125,,
9.117781698499947,1000,,,,-0.0625,0.0056640625,-0.973828125,0.0006902085222866244,0.17317136276890793,0.000025397090024854715,-0.022653576688106206,0,0,0,0,0,0,0,0.0908203125,,
9.366824198499927,1000,,,,-0.0625,-0.008203125,-0.9634765625,0.0007660151162410742,0.17506608922365752,0.00007790068147879314,-0.02300948873254554,0,0,0,0,0,0,0,0.08828125,,
9.616621198499924,1000,,,,-0.0625,-0.002734375,-0.962890625,0.0008437484519274877,0.16676059041036614,0.000047131601584778866,-0.02407539676191819,0,0,0,0,0,0,0,0.0884765625,,
9.867246198499926,1000,,,,-0.0611328125,-0.012890625,-0.958984375,0.0009228932914528765,0.16304870240238203,0.00003677400743671035,-0.02619510370186971,0,0,0,0,0,0,0,0.0876953125,,
10.115710698499926,1000,,,,-0.0625,-0.0080078125,-0.963671875,0.0007196406175905678,0.1743093157438105,0.0001828111339108645,-0.02783574793661675,0,0,0,0,0,0,0,0.0875,,
10.367477698499872,1000,,,,-0.0625,-0.0021484375,-0.9671875,0.0006827119216420988,0.19266946767802914,0.00004398800980522479,-0.025577606638569506,0,0,0,0,0,0,0,0.0861328125,,
10.61935269849992,1000,,,,-0.0625,-0.012109375,-0.9587890625,0.0005449700924741677,0.18559357828282536,0.0001502795464499842,-0.02675794158704221,0,0,0,0,0,0,0,0.087109375,,
10.868102198499884,1000,,,,-0.0625,-0.0169921875,-0.9541015625,0.000398289007333125,0.1725332091043413,0.00014149659056264858,-0.023850458781046864,0,0,0,0,0,0,0,0.088671875,,
11.117920198499878,1000,,,,-0.0625,-0.023828125,-0.9474609375,0.00040628982397834053,0.16584897433411197,0.00006840462225943059,-0.02565755911128862,0,0,0,0,0,0,0,0.0912109375,,
11.36712469849994,1000,,,,-0.0625,-0.0125,-0.958203125,0.0004929320268016542,0.16573570007959348,0.00001431771856206422,-0.026489238419500134,0,0,0,0,0,0,0,0.091796875,,
11.618165698499979,1000,,,,-0.0625,-0.0068359375,-0.964453125,0.0008553086312759663,0.1751079090722502,0.000042239623587308316,-0.02192103725448811,0,0,0,0,0,0,0,0.0908203125,,
11.86696819849997,1000,,,,-0.0625,-0.0166015625,-0.955078125,0.0008816014297615904,0.18080081194093164,0.00010077324125253354,-0.024484326805388965,0,0,0,0,0,0,0,0.090625,,
12.118358698499947,1000,,,,-0.0625,-0.01015625,-0.960546875,0.0008335061089639898,0.18039441374203344,0.0000539025242172015,-0.02411037397216648,0,0,0,0,0,0,0,0.0904296875,,
12.367763698499953,1000,,,,-0.0625,-0.005859375,-0.966015625,0.0007170302241922664,0.17264166612000964,0.00006299399070823832,-0.021246297898065834,0,0,0,0,0,0,0,0.08984375,,
12.616255198499934,1000,,,,-0.0625,-0.0083984375,-0.9625,0.0006516872755105012,0.1732352358130325,0.000028019671137034152,-0.023633453701582274,0,0,0,0,0,0,0,0.0888671875,,
12.868342698499955,1000,,,,-0.0625,-0.015234375,-0.95703125,0.0006382296663049151,0.17335221816964522,0.00005778543425728146,-0.0254381145828255,0,0,0,0,0,0,0,0.08984375,,
13.117328698499914,1000,,,,-0.0625,-0.0083984375,-0.962109375,0.0006367717618850035,0.17187734743497135,0.00011909934926210516,-0.024487885081759222,0,0,0,0,0,0,0,0.08984375,,
13.36874469849991,1000,,,,-0.0625,-0.015625,-0.9578125,0.0006198779154844481,0.16963044464058155,0.00004170436054713222,-0.026369098926655055,0,0,0,0,0,0,0,0.0900390625,,
13.618445698499983,1000,,,,-0.0625,0.0009765625,-0.9705078125,0.0005879130994125685,0.173058202694242,0.00008390832119884585,-0.02643459624542476,0,0,0,0,0,0,0,0.0888671875,,
13.876890698499977,1000,,,,-0.0625,-0.0078125,-0.962890625,0.0006161139471769775,0.18057289213389163,0.0000329248362809007,-0.024401999979312295,0,0,0,0,0,0,0,0.087109375,,
14.145165698499955,1000,,,,-0.0625,-0.0140625,-0.95703125,0.0006953942162820856,0.17045126613858988,0.000029967132286801697,-0.022854398779724082,0,0,0,0,0,0,0,0.0880859375,,
14.392817198499898,1000,,,,-0.0625,-0.01796875,-0.953125,0.0007403727701290665,0.16805759734049883,0.00006895526884428466,-0.022833253621409696,0,0,0,0,0,0,0,0.08984375,,
14.64227969849999,1000,,,,-0.0625,-0.0134765625,-0.95703125,0.0007809841897450257,0.1643738225017877,0.00005203865080333492,-0.02352144308259399,0,0,0,0,0,0,0,0.091796875,,
14.89346419849999,1000,,,,-0.0625,-0.01015625,-0.9595703125,0.0006168827696230205,0.1625199516642631,0.000022220381384880417,-0.026126308866786206,0,0,0,0,0,0,0,0.0912109375,,
