Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,2300,,,,-0.0625,-0.0177734375,-0.953515625,0.0008528642876409635,0.17238897227396344,0.0011891446220607706,-0.010099995660572918,0,0,0,0,0,0,0,0.06640625,,
0.3644624724998838,2300,,,,-0.0625,-0.024609375,-0.947265625,0.0008258672243412355,0.17583321702341512,0.0011532870934817868,-0.0015146888891881412,0,0,0,0,0,0,0,0.065234375,,
0.6139669724999228,2300,,,,-0.0625,-0.0236328125,-0.9474609375,0.0008158719530017962,0.17719818049647895,0.0011768548660963786,0,0,0,0,0,0,0,0,0.064453125,,
0.8646239724998829,2300,,,,-0.0625,-0.0240234375,-0.94765625,0.0008353148396268361,0.1765340118724966,0.0010380370262131054,0,0,0,0,0,0,0,0,0.063671875,,
1.1147089724999852,2300,,,,-0.0625,-0.024609375,-0.946875,0.0007755117468208163,0.18044901235857588,0.001256731416216583,0,0,0,0,0,0,0,0,0.062890625,,
1.3668799724998884,2300,,,,-0.0625,-0.0185546875,-0.9521484375,0.0008316834958470168,0.18210926628892093,0.0014366754507729403,0,0,0,0,0,0,0,0,0.062890625,,
1.6146814724999015,2300,,,,-0.0625,-0.0228515625,-0.9482421875,0.0008430596790100385,0.17918028145733264,0.0008895715336011406,0,0,0,0,0,0,0,0,0.0630859375,,
1.8632499724999072,2300,,,,-0.0625,-0.022265625,-0.9490234375,0.0008244159407535912,0.17407733731319172,0.0008421342310615861,0,0,0,0,0,0,0,0,0.0642578125,,
2.113799472499895,2300,,,,-0.0625,-0.018359375,-0.952734375,0.0008786057826386308,0.17234986104855202,0.0005282208584039301,0,0,0,0,0,0,0,0,0.0638671875,,
2.364775472499896,2300,,,,-0.0625,-0.0142578125,-0.95625,0.0007860621562236752,0.17086461998501484,0.0008084694496215778,-0.01111875031467557,0,0,0,0,0,0,0,0.0646484375,,
2.6135339724997992,2300,,,,-0.0625,-0.01796875,-0.9533203125,0.000751666498377791,0.16803594160887095,0.000976724639025344,0,0,0,0,0,0,0,0,0.065234375,,
2.865142972499947,2300,,,,-0.0625,-0.01796875,-0.9529296875,0.000827438782933042,0.17332368734421358,0.0010677109655029913,-0.0015509558695755072,0,0,0,0,0,0,0,0.0658203125,,
