Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
0,,,,,-0.0625,0.0078125,-0.9765625,,,12.501040114109514,0.024267497093662098,0,0,0.22085098504188017,,0,,,,,,0.08984375,0.024083504674479415,0,0,1,1,0,0,0,0,,
0.02344500000006519,,,,,-0.0625,0.029296875,-0.998046875,,,12.500952993122429,0.0264573781420216,0,0,0.2368586927084522,,0,,,,,,0.08984375,0.024202295867240823,0,0,1,1,0,0,0,0,,
0.051854999999981374,,,,,-0.0625,-0.0078125,-0.966796875,,-0.06307863731222993,12.501148445155653,0.0250735333131044,0,0,0.22178039503608793,,0,,,,,-0.364956354129782,0.087890625,0.024146570306893857,0,0,1,1,0,0,0,0,,
0.07500499999988824,,,,,-0.0625,-0.03125,-0.9453125,,,12.501155524696856,0.026285825402807578,0,0,0.227115727655038,,0,,,,,,0.087890625,0.024218549935330985,0,0,1,1,0,0,0,0,,
0.10457499999995343,,,,,-0.0625,-0.005859375,-0.9609375,,,12.501404161176193,0.024673014671868845,0,0,0.21639489004603468,,0,,,,,,0.087890625,0.024148201091458116,0,0,1,1,0,0,0,0,,
0.12912000000011176,,,,,-0.0625,0,-0.970703125,0.0007236172792955167,,12.501590987575337,0.027997668407320674,0,0,0.2546076399754053,0,0,0,0,0.564742914652724,-0.2451594226811879,,0.087890625,0.024334089761977,0,0,1,1,0,0,0,0,,
0.1519550000000745,,,,,-0.0625,-0.033203125,-0.943359375,,,12.501378371535404,0.02756174289109172,0,0,0.25190055558031105,,0,,,,,,0.087890625,0.024336996519783754,0,0,1,1,0,0,0,0,,
0.17494499999983237,,,,,-0.0625,-0.03125,-0.9453125,,,12.501372628020867,0.02661182467745735,0,0,0.24548454558671903,,0,,,,,,0.087890625,0.024308623912461403,0,0,1,1,0,0,0,0,,
0.20046999999997206,,,,,-0.0625,-0.015625,-0.953125,,-0.08791663479462213,12.501346671807852,0.028285130860679138,0,0,0.2633602347960502,,0,,,,,-0.36261106903782375,0.087890625,0.024417821425171335,0,0,1,1,0,0,0,0,,
0.22516999999992549,,,,,-0.0625,0.01953125,-0.986328125,,,12.501405686567628,0.027383425688234615,0,0,0.25899414032035556,,0,,,,,,0.087890625,0.024397857604023215,0,0,1,1,0,0,0,0,,
0.2559849999998696,,,,,-0.0625,-0.029296875,-0.943359375,,,12.501280823507601,0.02734000992394014,0,0,0.24455254625930828,,0,,,,,,0.087890625,0.02442309474395855,0,0,1,1,0,0,0,0,,
0.279089999999851,,,,,-0.0625,-0.01953125,-0.955078125,0.0008563580564021094,,12.501328573982507,0.028897937868159588,0,0,0.2586046262819306,0,0,0,0,0.5644484917066207,-0.24574105915763003,,0.087890625,0.024530885013489365,0,0,1,1,0,0,0,0,,
0.3018950000000186,,,,,-0.0625,-0.001953125,-0.970703125,,,12.501387605871848,0.026819684922986135,0,0,0.258841772834524,,0,,,,,,0.087890625,0.024450297209941466,0,0,1,1,0,0,0,0,,
0.32490999999991615,,,,,-0.0625,-0.005859375,-0.962890625,,,12.501096439430896,0.026889449531998257,0,0,0.25211667121696085,,0,,,,,,0.087890625,0.024470925850799245,0,0,1,1,0,0,0,0,,
0.3491550000000279,,,,,-0.0625,-0.029296875,-0.943359375,,-0.11013306110594483,12.501193618041583,0.02697489728575228,0,0,0.2450451651801564,,0,,,,,-0.3605133212841463,0.087890625,0.02449410903080508,0,0,1,1,0,0,0,0,,
0.3726699999999255,,,,,-0.0625,-0.02734375,-0.9453125,,,12.500753275009199,0.02792393732971406,0,0,0.2579436283949004,,0,,,,,,0.087890625,0.024563438743130495,0,0,1,1,0,0,0,0,,
0.40054000000003726,,,,,-0.0625,-0.0078125,-0.9609375,,,12.500864091270392,0.026505720713030506,0,0,0.24338601940504445,,0,,,,,,0.08984375,0.02451521771915379,0,0,1,1,0,0,0,0,,
0.4284899999999907,,,,,-0.0625,0.005859375,-0.974609375,0.0007728041392590354,,12.501185375636094,0.027887864604059627,0,0,0.25823779538701946,0,0,0,0,0.5649013033096201,-0.24560531452391096,,0.087890625,0.024605006824359073,0,0,1,1,0,0,0,0,,
0.45466999999992547,,,,,-0.0625,-0.01171875,-0.962890625,,,12.500930868465478,0.028487953564313044,0,0,0.25496510980050957,,0,,,,,,0.087890625,0.024667848376584322,0,0,1,1,0,0,0,0,,
0.4887399999999907,,,,,-0.0625,-0.03125,-0.94140625,,-0.10920786806289397,12.501084102186109,0.02800920347425858,0,0,0.2633137583569373,,0,,,,,-0.36060068104221815,0.087890625,0.024682786019047536,0,0,1,1,0,0,0,0,,
0.5108999999999069,,,,,-0.0625,-0.015625,-0.953125,,,12.501001640641661,0.028689226628173647,0,0,0.26667602092832593,,0,,,,,,0.087890625,0.02474207657582975,0,0,1,1,0,0,0,0,,
0.5333149999999441,,,,,-0.0625,0.001953125,-0.970703125,,,12.500974892147976,0.027992103669767385,0,0,0.26584531611223033,,0,,,,,,0.087890625,0.024732804197722842,0,0,1,1,0,0,0,0,,
