Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
0,700,,,,-0.0625,-0.0138671875,-0.9603515625,-0.001701960089322797,-0.02068444637193918,12.502389763392777,0.0494626869664639,0,0,0.4810635380327793,0,0,0,0,0.5767551297630382,-0.22845435320838314,-0.3447525071064515,0.06796875,0.048424783945441884,0,0,1,1,0,0,0,0,,
0.3815789195001126,700,,,,-0.0625,-0.0220703125,-0.9513671875,-0.0017371165711715074,-0.021914165829266908,12.502107029300396,0.04793608353612398,0,0,0.4645725621976835,0,0,0,0,0.5769920115108331,-0.22843715900223444,-0.34463639296671034,0.068359375,0.04835994015586727,0,0,1,1,0,0,0,0,,
0.6333844195001759,700,,,,-0.0625,-0.0251953125,-0.94765625,-0.0016159782556826035,-0.016006977497747786,12.50212993633318,0.047506460109401565,0,0,0.45226314978128207,0,0,0,0,0.5763620741108482,-0.22865683786898477,-0.3451941690410143,0.06640625,0.04825381226793067,0,0,1,1,0,0,0,0,,
0.8838449195002205,700,,,,-0.0625,-0.0259765625,-0.9474609375,-0.00166869757671612,-0.01377178291401757,12.502195001040175,0.04975883034007304,0,0,0.49579929986995425,0,0,0,0,0.5765206315040161,-0.22846168332928238,-0.3454052234361426,0.0646484375,0.04845540852491473,0,0,1,1,0,0,0,0,,
1.1348184195001143,700,,,,-0.0625,-0.0255859375,-0.9474609375,-0.0015874256485696621,-0.0123145640271936,12.502339558433182,0.04625593523448974,0,0,0.4680408648381033,0,0,0,0,0.57622539589024,-0.22871877891808948,-0.3455428188173087,0.064453125,0.048221039436346966,0,0,1,1,0,0,0,0,,
1.3830974195002113,700,,,,-0.0625,-0.023828125,-0.9486328125,-0.0016035595686077655,-0.014860207331254198,12.50216023266466,0.0491957557379684,0,0,0.49354009451229564,0,0,0,0,0.5760831027796991,-0.22849471749772574,-0.34530245083697164,0.064453125,0.048313910480461165,0,0,1,1,0,0,0,0,,
1.6545424195001366,700,,,,-0.0625,-0.0251953125,-0.9478515625,-0.0015657665134983611,-0.011482166014752384,12.502091292123765,0.045210983489029126,0,0,0.44427172920993263,0,0,0,0,0.5759552794347004,-0.22862242535082017,-0.34562141656459233,0.0640625,0.04804519112635484,0,0,1,1,0,0,0,0,,
1.9108809195001608,700,,,,-0.0625,-0.008984375,-0.9646484375,-0.0016078592276684452,-0.011080105664199789,12.501926448100246,0.0458806496811273,0,0,0.44551127518287625,0,0,0,0,0.5760575968304746,-0.22844569763551542,-0.34565938042004757,0.065625,0.047869342648359785,0,0,1,1,0,0,0,0,,
2.174972419500258,700,,,,-0.0625,-0.022265625,-0.9521484375,-0.001618742485740264,-0.011432063785189364,12.50162141219381,0.04677746550343024,0,0,0.4417964732263292,0,0,0,0,0.5760935043146622,-0.2284081449942887,-0.3456261473812433,0.0669921875,0.04782733642475503,0,0,1,1,0,0,0,0,,
2.434100919500133,700,,,,-0.0625,-0.015625,-0.957421875,-0.0016406287910488212,-0.010603730510410064,12.502162991831861,0.04627625565902044,0,0,0.4570916303117601,0,0,0,0,0.5764069928272223,-0.22854042253196788,-0.3457043613226808,0.067578125,0.047661565566297186,0,0,1,1,0,0,0,0,,
2.6855094195002684,700,,,,-0.0625,-0.02578125,-0.946875,-0.0017073516536990322,-0.014939340621478748,12.501964349738321,0.04820824369278014,0,0,0.47814027019939137,0,0,0,0,0.5767614283666394,-0.22842585413751365,-0.34529497881246685,0.0666015625,0.04774347369969174,0,0,1,1,0,0,0,0,,
2.9384679195002184,700,,,,-0.0625,-0.013671875,-0.959765625,-0.0017092407300413905,-0.015171959050115435,12.501826776704608,0.046155148663160846,0,0,0.4536518680536171,0,0,0,0,0.5766108598912162,-0.22828429400249622,-0.3452730142183733,0.0666015625,0.047595849282002084,0.1,0,1,1,0,0,0,0,,
3.2071764195001684,700,,,,-0.0625,-0.01875,-0.9546875,-0.0016185367060819514,-0.010834450484355418,12.50198118525574,0.04724147859465858,0,0,0.4565339480284777,0,0,0,0,0.5762693917300266,-0.22856091929264205,-0.3456825759868987,0.06640625,0.04760342108428496,0,0,1,1,0,0,0,0,,
3.476080419500265,700,,,,-0.0625,-0.02421875,-0.9486328125,-0.0015431809135596985,-0.008022182137922145,12.502181987302539,0.04809746666696629,0,0,0.45945945054726617,0,0,0,0,0.5759929473330686,-0.22879697423308007,-0.3459481195772043,0.06640625,0.047585077956507044,0.1,0,1,1,0,0,0,0,,
3.734706919500092,700,,,,-0.0625,-0.0248046875,-0.948046875,-0.0016008170523348637,-0.007099544248289248,12.502176913418385,0.04854976785135349,0,0,0.4660453034932738,0,0,0,0,0.5761400551665009,-0.22856102246654383,-0.34603523806931963,0.065234375,0.04772824529153287,0,0,1,1,0,0,0,0,,
3.996809919500211,700,,,,-0.0625,-0.024609375,-0.948046875,-0.0016786369017190287,-0.00896618213911371,12.501708371937536,0.044603867983437226,0,0,0.42004382859878825,0,0,0,0,0.5763681532480236,-0.22826782642619517,-0.34585898400453285,0.064453125,0.04739029215660768,0,0,1,1,0,0,0,0,,
