Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
0,1000,,,,-0.0625,-0.0173828125,-0.9755859375,-0.0002131577284482041,-0.13084438783739766,12.500624795233431,0.039677921916064986,0,0,0.3557753724644877,0,0,0,0,0.5658225086233231,-0.23204569534792235,-0.36470080409626554,0.06953125,0.0421335287074238,0.2,0,1,1,0,0,0,0,,
0.3566686159999692,1000,,,,-0.0625,-0.016796875,-0.96796875,-0.00038403345108060634,-0.14089184432087004,12.50037155319982,0.04292785343695948,0,0,0.38768145156936984,0,0,0,0,0.5671226713447075,-0.2320902879077643,-0.36375209033947037,0.0705078125,0.04227970218581294,0,0,1,1,0,0,0,0,,
0.6080251160000101,1000,,,,-0.0625,-0.0189453125,-0.96953125,-0.000364441406449084,-0.08162770190449832,12.500778630704916,0.042330218818511664,0,0,0.3909710696370613,0,0,0,0,0.5668584768023656,-0.231986028377676,-0.36934800481668784,0.0703125,0.04227410562788494,0,0,1,1,0,0,0,0,,
0.8560061160000041,1000,,,,-0.0625,-0.0189453125,-0.975,-0.0005133836379842802,-0.1441223358854946,12.500679516021416,0.042847553703683594,0,0,0.40057987336557865,0,0,0,0,0.5675553141821209,-0.23164902408990257,-0.3634470567427973,0.07109375,0.0423005326221164,0,0,1,1,0,0,0,0,,
1.1051841159999836,1000,,,,-0.0625,-0.0240234375,-0.967578125,-0.00039345667400513906,-0.13078666542859083,12.500465635395793,0.04308266249091063,0,0,0.4046313971258345,0,0,0,0,0.5671596176028106,-0.2320628164025725,-0.36470625443520455,0.071484375,0.0423819298633231,0.1,0,1,1,0,0,0,0,,
1.3540256159999873,1000,,,,-0.0625,-0.0126953125,-0.973828125,-0.0002980184104163829,-0.13380790716107677,12.50006530059213,0.04402357678468342,0,0,0.4334810371421888,0,0,0,0,0.5665919586136722,-0.23217442708619435,-0.36442097889318775,0.0712890625,0.042522383293930065,0,0,1,1,0,0,0,0,,
1.6057551160000032,1000,,,,-0.0625,-0.0205078125,-0.968359375,-0.0003231969410763133,-0.13823370414444258,12.500718862541135,0.04412050469829753,0,0,0.41007347574726694,0,0,0,0,0.566910440668003,-0.23229029059466755,-0.3640030806430378,0.071484375,0.04264892377444991,0,0,1,1,0,0,0,0,,
1.856824115999986,1000,,,,-0.0625,-0.02421875,-0.9689453125,-0.00030055997680943227,-0.10868347395516643,12.5006067050234,0.04553580269010969,0,0,0.41472178103493756,0,0,0,0,0.5669164099917244,-0.23243786289358742,-0.3667933101845286,0.0716796875,0.04287307712679082,0.1,0,1,1,0,0,0,0,,
2.106542115999991,1100,,,,-0.0615234375,-0.021484375,-0.9599609375,0.0003753809262782559,-0.14263133199130823,12.495446887737971,0.19310599295712944,0,0,2.262760635064617,0,0,0,0,0.5665126737920997,-0.23634316010320683,-0.3635878422150387,0.0892578125,0.05369592408285144,0,0,1,1,0,0,0,0,,
2.3564956159999833,1100,,,,-0.069921875,-0.0140625,-0.9541015625,0.01747946511042837,-0.12770522594200093,12.49350561643308,0.24530242101317215,163,0,2.914752918852321,0.32901883411696425,12.209249590381667,17.5781686573964,0.03300507920617816,0.5250165343672928,-0.30822399977073067,-0.3649972140463727,0.119921875,0.07106778894667855,0.1,0,1,1,0,0,0,0,,
